nature,naturel
nature conservancy council,NCC Nature Conservancy Council
nature landscape,přírodní krajina
nature preservation,ochrana přírody
nature protection,ochrana přírody
nature reserve,přírodní rezervace
nature sanctuary,přírodní památka
natured,nějaké povahy
natures,povahy
naturism,holdování přírodě
naturist,nudista
naturopathic,přírodně léčebný
naught,bezcenný
naughtier,zlobivější
naughtiest,nejoplzlejší
naughtily,zlobivě
naughtiness,zlobivost
naughty,hanbatý
naughty beggar,rošťák
naughty man,lotr
nauru,Nauru
nausea,nevolnost
nauseate,působit nevolnost
nauseated,se zkaženým žaludkem
nauseating,působící nevolnost
nauseatingly,nechutně
nauseous,působící zvedání žaludku
nauseousness,nechutnost
nautical,námořní
nautical mile,námořní míle
nautically,námořnicky
nautili,jaderné ponorky
nautilus,jaderná ponorka
navairsyscom,Naval Air Systems Command
navajo,okres v USA
naval,námořní
navally,námořnicky
nave,hlavní loď
navel,pupek
navel cord,pupeční šňůra
navel orange,pomeranč s novým plodem uvnitř
navel string,pupeční šňůra
navel-string,pupeční šňůra
navicular,člunovitý
navies,námořnictva
navigability,splavnost
navigable,splavný
navigate,navigovat
navigated,navigovaný
navigates,naviguje
navigating,plavba
navigation,navigace
navigational,navigační
navigator,navigátor
navigators,navigátoři
navtel,Navigational Test and Evaluation Laboratory
navvy,kopáč
navy,válečné námořnictvo
navy bean,sušená fazole
navy blue,námořnická modř
navy-blue,tmavomodrý
nawab,zbohatlík
nawc,Naval Air Warfare Center
nay,ano
naysayer,hlasující proti
naysayers,kritici
nazarene,nazarén
nazareth,Nazaret
nazi,nácek
naziism,nacismus
nazis,nacisté
nazism,nacizmus
nb,Nota Bene (note well)
nba,Národní Basketbalová Asociace
nbc,Národní společnost pro TV vysílání
nbd,No Big Deal
nbl,Not Bloody Likely
nbs,Národní úřad pro standardizaci
nbtd,Nothing Better To Do
ndb,Non-Directional Beacon
nde,Non-Destructive Evaluation
ndi/e,Non-Destructive Inspection/Evaluation
ne,SV
ne plus ultra,definitivní
ne'er,nikdy
ne'er-do-well,budižkničemu
neal,Neal
neanderthal,Neandrtál
neanderthal human,člověk neandrtálský
neanderthal man,neandrtálec
neap,malý příliv
neap tide,malý příliv
near,blízko
near east,Blízký Východ
near eastern,blízkovýchodní
near miss,těsně vedle
near money,skoro peníze
near-sighted,krátkozraký
nearby,blízko
neared,přiblížený
nearer,blíž
nearest,nejbližší
nearing,blížící se
nearly,blízce
nearness,blízkost
nears,blíží se
nearside,strana spolujezdce
nearsighted,krátkozraký
nearsightedly,krátkozrace
nearsightedness,krátkozrakost
neat,elegantní
neaten,zkrášlit
neater,krásnější
neatest,nejkrásnější
neath,pod
neatly,hezky
neatness,elegance
neb,zoban
nebbish,nešťastný
nebraska,Nebraska
nebraskan,Nebrasský
nebuchadnezzar,Nebukadnesar
nebula,mlhovina
nebulae,mlhoviny
nebular,mlhovinový
nebulizer,rozprašovač
nebulosity,mlhavost
nebulous,mlhavý
nebulously,mlhavě
nebulousness,mlhavost
necessaries,nezbytnosti
necessarily,nutně
necessary,nevyhnutelný
necessary condition,podmínka nutná
necessary extent,nezbytný rozsah
necessitate,vynutit si
necessitated,vynucovaný
necessitates,vynucuje
necessitating,vynucující
necessitation,vynucování
necessities,nutnosti
necessitous,nezbytný
necessity,nezbytnost
neck,krček
neckband,obojek
necked,mající krk
neckerchief,šátek kolem krku
necking,zúžení
necklace,náhrdelník
necklaces,náhrdelníky
necklet,náhrdelník
neckline,výstřih
necks,krky
necktie,kravata
neckties,kravaty
necrology,nekrolog
necrolysis,nekrolýza
necromancer,nekromant
necromancy,černokněžnictví
necromania,nekromanie
necromantic,nekromantický
necrophilia,nekrofilie
necrophiliac,nekrofil
necrophilism,nekrofilie
necrophobia,nekrofobie
necropolis,pohřebiště
necropsy,nekropsie
necroses,odumírá
necrosis,odumření
necrotic,odumřelý
nectar,nektar
nectariferous,nektarodárný
nectarine,nektarinka
necton,nekton
ned,Ned
nee,rozená
need,nouze
needed,potřeboval
needful,nezbytný
needfully,nezbytně
needham,Needham
neediest,nejnuznější
neediness,potřebnost
needing,potřebující
needle,jehlový
needle on gauge,rafička
needle weir,hradlový jez
needle's eye,ucho jehly
needlecraft,vyšívání
needled,šitý
needleman,narkoman
needlepoint,vyšívání
needler,výrobce jehel
needlers,výrobci jehel
needles,jehličí
needless,zbytečný
needless to say,netřeba říkat
needlessly,zbytečně
needlessness,zbytečnost
needlewoman,švadlena
needlework,vyšívání
needling,popichující
needn't,nemusí
needs,potřebuje
needy,potřebný
nefarious,hanebný
nefariously,ohavně
nefariousness,ohavnost
negate,negovat
negated,znegovaný
negates,neguje
negating,negující
negation,negace
negations,negace
negative,zákazový
negative income tax,záporná daň z příjmu
negatively,negativně
negativeness,negativita
negatives,odmítnutí
negativism,negativismus
negativist,negativista
negativity,negativita
negator,negovatel
negators,negátoři
negatron,negatron
neglect,zanedbávání
neglected,zanedbaný
neglectful,zanedbávající
neglectfully,nedbale
neglectfulness,nedbalost
neglecting,zanedbání
neglects,zanedbává
neglige,negližé
negligee,negližé
negligence,ledabylost
negligent,ledabylý
negligently,ledabyle
negligibility,zanedbatelnost
negligible,bezvýznamný
negligibly,zanedbatelně
negotiability,přijatelnost
negotiable,vyřešitelný
negotiant,zprostředkovatel
negotiate,sjednávat
negotiated,vyjednával
negotiates,vyjednává
negotiating,vyjednávací
negotiation,sjednávání
negotiations,vyjednávání
negotiator,vyjednavač
negress,černoška
negritude,černošství
negro,černošština
negroes,černoši
negroid,negroidní
nehru,Nehru
neigh,ržát
neighbor,soused
neighborhood,okolí
neighborhoods,sousedství
neighboring,sousedící
neighborliness,dobrý sousedský vztah
neighborly,sousedsky
neighbors,sousedé
neighbour,soused
neighbourhood,okolí
neighbourhoods,sousedství
neighbouring,sousední
neighbourliness,přátelskost
neighbourly,sousedský
neighbours,sousedé
neil,Neil
neither,ani ten ani onen
neither fish nor fowl,ani ryba ani rak
neither... nor,ani... ani
nekkid,nahý
nekton,nekton
nell,Nell
nellie,ženské křestní jméno
nelly,Helenka
nelsen,Nelsen
nematocide,nematocid
nematode,háďátko
nematodosis,nematodóza (rostlin)
nemeses,msta
nemesis,neporazitelný protivník
neo-classical theory of growth,neoklasická teorie růstu
neo-classicism,neoklasicizmus
neo-darwinism,neodarwinismus
neoclassic,neoklasický
neoclassical,neoklasický
neoclassicism,neoklasicismus
neocolonialism,novokolonialismus
neocortex,neokortex
neodymium,neodym
neogene,neogén
neolithic,neolitický
neologism,neologismus
neon,neon
neon lamp,neonová zářivka
neon light,neonový nápis
neon sign,neonová značka
neonatal,novorozený
neonate,novorozeně
neophyte,novokřtěnec
neophytes,začátečníci
neoplasm,nádor
neoplastic,rakovinový
neoprene,neoprén
neoteric,nedávno vzniklý
neotropical realm,neotropická rostlinná říše
nepal,Nepál
nepalese,nepálština
nepali,Nepálec
nepenthe,utišující lék
nephelometer,zákoloměr
nephew,synovec
nephews,synovci
nephology,nefologie
nephoscope,nefoskop
nephrectomy,nefrektomie
nephrite,nefrit
nephritic,ledvinový
nephritis,zánět ledvin
nephron,nefron
nephrosclerosis,nefroskleróza
nephrotoxin,nefrotoxin
nepotism,zaměstnávání příbuzných
nepotist,nepotista
neptune,Neptune
neptunium,neptunium
nerd,šprt
nerdy,hloupý
nereid,nereida
neritic,neritický
nerm,hlavní národní plán redukce emisí
nero,Nero
nerve,nerv
nerve cell,nervová buňka
nerve center,nervové centrum
nerve gas,nervový plyn
nerve impulse,nervový impuls
nerve-racking,nervy drásající
nerve-wracking,nervy drásající
nerveless,chladnokrevný
nervelessly,chladnokrevně
nervelessness,chladnokrevnost
nerves,nervy
nerviness,nervozita
nervous,nervní
nervous breakdown,nervové zhroucení
nervous system,nervový systém
nervously,nervózně
nervousness,nervozita
nervy,nervózní
nescience,nevědomost
nescient,neznalý
neshap,národní emisní standardy pro nebezpečné vzdušné polutanty
ness,Ness
nest,hnízdit
nest egg,podkladek
nested,vnořený
nester,usedlík
nesting,vnoření
nesting doll,matrjoška
nestle,uvelebit se
nestled,uhnízděný
nestles,hnízdí
nestling,hnízdící
nestor,Nestor
nests,hnízda
net,net
net aerial production,čistá vzdušná produkce (limnologie)
net book value of diposed fixed assets and materials,zůstatková cena prodaného dlouhodobého majetku a materiálu
net book value of sold fixed assets,zůstatková cena prodaného dlouhodobého majetku
net book value of sold material,prodaný materiál
net cash flow from financing activities,čistý peněžní tok vztahující se k finanční činnosti
net cash flow from investing activities,čistý peněžní tok vztahující se k investiční činnosti
net cash flow from operating activities,čistý peněžní tok z provozní činnosti
net cash flow from operating activities before taxation,"čistý peněžní tok z provozní činnosti před zdaněním, změnami prac. kapitálu a mimořádnými položkami"
net cash flow from running activities before taxation and unusual/extraordinary items,čistý peněžní tok z provozní činnosti před zdaněním a mimořádnými položkami
net domestic product (ndp).,čistý domácí produkt
net earnings,čistý výnos
net economic welfare,čistý ekonomický blahobyt
net exports,čistý vývoz
net farm income,čistý příjem farmy
net income,čistý příjem
net increase/decrease in cash on hand,čisté zvýšení resp. snížení peněžních prostředků
net investment,čisté investice
net irrigation requirement,užitečné závlahové množství
net monetary benefits,čisté peněžní výnosy
net national product,čistý národní produkt
net national product constant dollar,čistý národní produkt v konstantních cenách (dolarech)
net national welfare nnw.,čisté národní bohatství
net primary production,čistá primární produkce (limnologie)
net production rate,čistý produkční výkon (limnologie)
net productivity,čistá produktivita (limnologie)
net profit,čistý zisk
net profit before tax,čistý příjem před zdaněním
net property income from abroad,čistý příjem z majetku v zahraničí
net salary,čistý plat
net worth,čistá hodnota
netback pricing,zpětné netto oceňování
netball,hra podobná košíkové
nether,dolní
netherlander,Holanďan
netherlands,Nizozemsko
netherlands antilles,Holandské Antily
nethermost,nejspodnější
netherworld,svět mrtvých
netiquette,síťová etika
nets,sítě
nett,netto
netted,síťovitý
netting,čisté bilancování
nettle,žahat
nettled,podrážděný
nettlesome,dráždící
network,síť
network centric warfare,sítí vedený boj
network enabled capabilities,síťové schopnosti
network settings,nastavení sítě
networked,zasíťovaný
networking,síťování
networks,sítě
neumann,Neumann
neural,nervový
neuralgia,neuralgie
neuralgic,neuralgický
neurally,nervově
neurasthenia,neurastenie
neurasthenic,neurastenický
neurine,neurin
neuritis,zánět nervů
neurobiology,neurobiologie
neurogenesis,neurogeneze
neuroglia,neuroglie
neurohypophysis,neurohypofýza
neurological,neurologický
neurologically,neurologicky
neurologist,neurolog
neurologists,neurologové
neurology,neurologie
neuroma,neurom
neuron,neuron
neuronal,neuronový
neurone,neuron
neurons,neurony
neuropathy,neuropatie
neurophysiological,neurofyziologický
neurophysiology,neurofyziologie
neuroplasty,neuroplastika
neuroscience,vědy zkoumající neurony
neuroses,neurózy
neurosis,neuróza
neurosurgeon,neurochirurg
neurosurgery,neurochirurgie
neurosyphilis,neurosyfilis
neurotic,neurotik
neurotically,neuroticky
neurotransmitter,nervový mediátor
neuston,neuston
neuter,středního rodu
neutered,vykastrovaný
neutral,neutrál
neutral spirits,ethylalkohol
neutralisation,neutralizace
neutralise,kompenzovat
neutralised,neutralizoval
neutraliser,neutralizátor
neutralising,neutralizující
neutralism,neutralizmus
neutralist,neutralista
neutralities,neutrality
neutrality,neutralita
neutralization,zneutralizování
neutralize,zneutralizovat
neutralized,neutralizovaný
neutralizer,neutralizér
neutralizing,neutralizování
neutrally,neutrálně
neutrino,neutrino
neutrinos,neutrina
neutron,neutron
neutron bomb,neutronová bomba
neutron star,neutronová hvězda
neutrons,neutrony
nev,Nev
neva,ženské křestní jméno
nevada,Nevada
nevadan,Nevaďan
nevadian,nevadský
never,nikdy
never look a gift horse in the mouth,darovanému koni na zuby nehleď
never mind,to nevadí
never say die,neházej flintu do žita
never say never,nikdy neříkej nikdy
never-ending,nekonečný
never-never land,snová země
neverending,nekonečný
nevermind,nevadí
nevermore,už nikdy
nevertheless,přece jenom
nevi,mateřská znaménka
nevins,Nevins
nevis,Nevis
nevus,mateřské znaménko
new,nedávný
new age,Nový věk
new blood,nová krev
new building,novostavba
new caledonia,Nová Kaledonie
new deal,Nový úděl
new delhi,Nové Dillí
new england,Nová Anglie
new englander,obyvatel nové Anglie
new guinea,Nová Guinea
new hampshire,stát v USA
new hampshireman,obyvatel nového Hampshiru
new haven,město - Spojené státy americké
new jersey,stát v USA
new jerseyan,obyvatel New Jersey
new mexico,Nové Mexiko
new moon,nov
new orleans,město - Spojené státy americké
new scarcity,nová vzácnost
new source,"zkreslení, nový zdroj"
new source performance standards (nsps).,standardy pro nové emisní zdroje (NSPS)
new south wales,Nový Jižní Wales
new testament,Nový zákon
new town of prague,Nové Město
new wave,nová vlna
new wine,burčák
new world order,nový světový řád
new year,Nový rok
new year's,novoroční
new year's day,Nový rok
new year's eve,silvestr
new york,New York
new york city,New York (město)
new yorker,Newyorčan
new zealand,Nový Zéland
new zealander,Novozélanďan
new-born,novorozený
new-fashioned,in
new-found,objevený
new-look,s novým vzhledem
new-style,současný kalendář
newark,Newark
newbie,nováček
newbold,Newbold
newborn,nově narozený
newborn child,miminko
newbury,Newbury
newcastle,Newcastle
newcastle upon tyne,město - Velká Británie
newcomer,přivandrovalec
newcomers,nováčci
newel,sloup točitého schodiště
newel post,sloupek zábradlí
newell,Newell
newer,novější
newest,nejnovější
newfangled,novátorský
newfound,nově objevený
newfoundland,Nový Foundland
newfoundlander,Novofoundlanďan
newish,zánovní
newly,nově
newly-wed,čerstvě oddaní
newlywed,novomanželka
newlyweds,novomanželé
newman,Newman
newness,novost
newport,Newport
newport news,město - Spojené státy americké
news,novina
news agency,zpravodajská agentura
news anchor,moderátor
news bulletin,informační bulletin
news conference,tisková konference
news presenter,moderátor
news reader,moderátor
news release,tisková zpráva
news-stand,novinový stánek
newsagent,trafika
newsagent's,prodejna novin
newsagents,trafikanti
newsboy,kamelot
newscast,zpravodajství
newscaster,hlasatel
newsdealer,stánkový prodejce
newsdealers,trafiky
newsflash,důležitá zpráva
newsflashes,důležité zprávy
newsgirl,kamelotka
newsgroup,diskusní skupina
newsless,neinformovaný
newsletter,e-mail s novinkami
newsletters,letáky
newsman,novinář
newsmen,novináři
newsmonger,klepna
newspaper,novinový
newspapering,novinářství
newspaperman,novinář
newspapermen,novináři
newspaperwoman,reportérka
newsprint,novinový papír
newsreader,hlasatel
newsreel,filmový týdeník
newsroom,zpravodajská místnost
newsstand,novinový stánek
newsweek,Newsweek
newswoman,novinářka
newswomen,novinářky
newsworthiness,atraktivita pro zveřejnění v novinách
newsworthy,zajímavý pro zveřejnění v novinách
newsy,přeplněný zprávami
newt,čolek
newton,newton
newtonian,Newtonovský
next,další
next day,další den
next door,vedle
next of kin,nejbližší příbuzný
next time,příště
next to,blízko
next to impossible,skoro nemožné
next to last,předposlední
next to nothing,téměř nic
next-door,nedaleký
nexus,svazek
nfg,No F---ing Good
nfi,No F---ing Idea
nfiaa,No F---ing Idea At All
nfw,No F---ing Way
nfy,No F--- You
ngp,Next Generation (Fire Suppression) Plan
nguyen,Nguyen
ngv,vozidlo na zemní plyn
nhl,Národní Hokejová Liga
nhoh,Never Heard Of Him/Her
ni,Ni
niaa,No Idea At All
niacin,niacin
niagara,okres v USA
niagara falls,Niagarské vodopády
niamey,hl.m. - Niger
nib,nos
nibble,čtyři bity
nibbled,okousaný
nibbler,uždibující osoba
nibblers,uždibující osoby
nibbles,pochutinky
nibbling,okusování
nibelung,Nibelung
nibs,špičky
nic,síťové rozhraní
nicaragua,Nikaragua
nicaraguan,nikaragujský
nicbdat,Nothing Is Certain But Death And Taxes
nice,hezký
nice cup of coffee,kafíčko
nice smell,vůně
nice weather,hezky
nice-looking,hezky vypadající
nicely,hezky
niceness,příjemné vystupování
nicer,hezčí
nicest,nejhezčí
niceties,delikátnosti
nicety,delikátnost
niche,nika
niches,výklenky
nicholas,Nicholas
nicholls,Nicholls
nichols,Nichols
nicholson,Nicholson
nichrome,slitina niklu a chromu
nick,dopadnout
nicked,vrubovaný
nickel,poniklovat
nickel-and-dime,šestákový
nickelodeon,levný biograf
nickels,nikláky
nicker,řehtání
nicking,vrubování
nicklaus,Nicklaus
nickle,pěťák (5 centů)
nicknack,cetka
nickname,přezdívat
nicknamed,přezdívaný
nicknames,přezdívky
nicks,škrábance
nicodemus,Nicodemus
nicosia,Nicosia
nicotian,tabákový
nicotine,nikotin
nicotinic acid,kyselina nikotinová
nidus,hnízdo
nidwtc,No I Don't Want To Chat
niece,neteř
nieces,neteře
nielsen,Nielsen
nielson,Nielson
niffy,smradlavý
niftily,důmyslně
niftr,Near Isothermal Flowing Test Rig
nifty,důmyslný
nig,negativní přírůstek rozsahu
niger,Niger
nigeria,Nigérie
nigerian,nigerijský
niggard,držgrešle
niggardliness,lakota
niggardly,lakomě
nigger,negr
niggle,nimrat se
niggled,soužil
niggler,otrava
niggling,otravování
nigh,blízko
night,noc
night blindness,šeroslepost
night crawler,žížala
night eating syndrome,syndrom nočního ujídání
night life,noční život
night light,noční světlo
night owl,noční člověk
night school,večerní škola
night shift,noční směna
night soil,lidské výkaly na hnojení
night stand,noční stolek
night stick,pendrek
night table,noční stolek
night-club,noční podnik
night-line,noční vlasec
night-school,večerní škola
night-soil,fekálie používané jako hnojivo
night-time,noc
nightcap,noční čepec
nightclothes,noční prádlo
nightclub,noční podnik
nightclubs,noční podniky
nightdress,dámská noční košile
nightfall,soumrak
nightgown,noční oblek
nighthawk,zloděj
nightie,noční košile
nightingale,slavík
nightingales,slavíci
nightjar,kozodoj
nightlife,noční život
nightlong,celonoční
nightly,noc co noc
nightmare,zlý sen
nightmares,noční můry
nightmarish,děsivý
nightrobe,noční oděv
nights,noci
nightshade,lilek
nightshirt,pánská noční košile
nightspot,noční klub
nightstand,noční stolek
nightstick,pendrek
nighttime,noční doba
nightwatchman,noční hlídač
nightwear,noční oblek
nighty,noční košile
nih,Ústav Národního Zdraví
nihil,nic
nihilism,nihilismus
nihilist,nihilista
nihilistic,nihilistický
niki,Nikola
nikolai,Nikolaj
nikolayev,Nikolajev
nil,nula
nile,Nil
nilsen,Nilsen
nilsson,Nilsson
nimbi,dešťový oblak
nimble,hbitý
nimbleness,hbitost
nimbler,čipera
nimbly,čile
nimbus,nimbus
nimby,ne na mém dvorečku
nimfye,Not In My Front Yard Either
nimto,Not In My Term of Office
nina,Nina
nincompoop,blbeček
nine,devět
nine hundred,devět set
nine hundredth,devítistý
nine lives,devět životů
nine pairs of,devatery
nine sets,devatery
nine times out of ten,devětkrát z deseti
ninefold,devateronásobný
ninepence,druh mince
ninepin,kuželka
ninepins,kuželky
nines,devítky
nineteen,devatenáct
nineteens,devatenáctky
nineteenth,devatenáctý
nineties,devadesátá léta
ninetieth,devadesátý
ninety,devadesát
ninety-eight,devadesát osm
ninety-first,devadesátý prvý
ninety-five,devadesát pět
ninety-four,devadesát čtyři
ninety-nine,devadesát devět
ninety-ninth,devadesátý devátý
ninety-one,devadesát jedna
ninety-three,devadesát tři
ninety-two,devadesát dvě
ninja,japonský bojovník
ninny,blbec
nino,"Nothing In, Nothing Out"
ninth,devítina
niobium,niob
nip,čudlík
nip and tuck,nerozhodný
nip off,odskočit si
nip off to the loo,odskočit si
nip something in the bud,potlačit něco v zárodku
nipped,štípl
nipper,klepeto
nippers,rošťáci
nippiness,obratnost
nipping,štiplavý
nipple,bradavka
nipples,prsní bradavky
nippon,Japonsko
nipponese,japonský
nippy,kousavý
nips,štípance
nirvana,nirvána
nisi,nemající konečnou podobu
nist,National Institute of Standards and Technology
nisus,úsilí
nit,hnida
nit-picker,rejpal
nit-picking,hnidopišství
nite,noc
niter,ledek
nitid,lesklý
nitpick,v něčem se nimrat
nitpicker,hnidopich
nitpicking,hnidopišství
nitrate,nitrát
nitrates,dusičnany
nitration,nitrace
nitre,ledek
nitric,ledkový
nitric acid,kyselina dusičná
nitride,nitridovat
nitrification,nitrifikace
nitrify,nitrifikovat
nitrifying microorganism,nitrifikační mikroorganismus
nitrile,nitril
nitrite,dusitan
nitrobenzene,nitrobenzen
nitrocellulose,nitrocelulóza
nitrogen,dusík
nitrogen cycle,koloběh dusíku
nitrogen fixation,fixace dusíku
nitrogen-fixing microorganism,nitrogenní mikroorganismus
nitrogenous,dusíkový
nitroglycerin,nitroglycerin
nitroglycerine,nitroglycerin
nitrous,dusitý
nitrous acid,kyselina dusitá
nitrous oxide,oxid dusný
nitty,natvrdlý
nitty-gritty,projednávání podrobností
nitwit,hlupák
nitwitted,přitroublý
nix,nic
nixon,Nixon
nli,Not Logged In
nlo,Non-Linear Optics
nmfj,Not My F---ing Job
nmi,No Middle Initial
nmr,nukleární magnetická resonance
nn,Night-Night
nnp,čistý národní produkt
no,žádná
no chance,ani náhodou
no charge,grátis
no data,žádná data
no doubt,bez pochyby
no evidence of carcinogenicity,žádné důkazy o karcinogenitě
no fair,nefér
no fewer,neméně
no gain,bez práce nejsou koláče
no go,nepasuje
no good deed goes unpunished,za dobrotu na žebrotu
no good deed goes unrewarded,za dobrotu na žebrotu
no hard feelings,nic ve zlém
no how,nijak
no kidding,bez legrace
no kind of,nijaký
no less,neméně
no longer,už ne
no loss of generality,bez ztráty na obecnosti
no man's land,území nikoho
no matter what,za každou cenu
no matter what it takes,"ať to stojí, co to stojí"
no matter what the cost,"ať to stojí, co to stojí"
no more of it,basta
no news is good news,"žádné zprávy, dobré zprávy"
no nonsense,žádný nesmysl
no offense,"nic proti, ale..."
no one,ani jeden
no pain,bez práce nejsou koláče
no place,není kam
no problem (no prob),bez problémů
no rush,beze spěchu
no smoking,nekouřit
no sort of,nijaký
no strings attached,bez podmínek
no sweat,žádný problém
no use for,bez užitku
no way,nikudy
no word,ani hláska
no-account,bezvýznamný
no-brainer,žádný hlavolam
no-fault,bez výjimky
no-fly,bezletový
no-frills,věcný
no-go,selhání
no-good,nanicovatý
no-load,naprázdno
no-man's-land,neutrálně-územní
no-no,e-e
no-nonsense,vážný
no-observable-effect concentrations (noec),koncentrace nevyvolávající viditelný efekt
no-observed-adverse-effect level,noael
no-one,nikdo
no-see-um,malá muška
no-show,lenoch
no-trump,bez trumfů
no-win,bez šance na vítězství
no.,č.
noael,NOAEL
noael (no-observed-adverse-effect level),"hodnocení rizika, NOAEL"
noah,Noah
nob,šiška
nobble,podmazat
nobel,Nobel
nobel prize,Nobelova cena
nobel prize winner,laureát Nobelovy ceny
nobelium,nobelium
nobility,urozenost
noble,vzácný (plyn)
nobleman,vznešený muž
noblemen,šlechtici
nobleness,ušlechtilost
nobler,urozenější
nobles,šlechta
noblesse oblige,výsadní postavení
noblest,nejušlechtilejší
noblewoman,šlechtična
nobly,ušlechtile
nobody,nikdo
nobody is the wiser,nikdo nic netuší
nocent,vinen
noctambulation,náměsíčnost
noctambulism,náměsíčnost
nocturnal,noční
nocturnally,nočně
nocturne,nokturno
nod,přitakání
nod off,usnout
nodal,uzlový
nodded,přikývl
nodding,přikyvování
noddle,žertovně hlava
noddy,trouba
node,uzel
nodes,uzly
nods,přikyvuje
nodular,uzlový
nodulated,uzlinatý
nodule,uzlík
nodules,uzliny
nodulose,uzlinkatý
nodum,nodum
noec,NOEC
noel,NOEL
noes,ne
noetic,neotický
nog,špalík
noggin,čtvrtina pinty
nohow,vůbec
noise,hlomoz
noise and number index,noise and number index NNI
noise exposure forecast,noise exposure forecast NEF
noise pollution,hlukové znečištění
noise reduction,redukce šumu
noiseless,nehlučný
noiselessly,nehlučně
noiselessness,nehlučnost
noisemaker,původce hluku
noises,hluky
noisier,hlučnější
noisiest,nejhlučnější
noisily,hlasitě
noisiness,hlasitost
noisome,škodlivý
noisomeness,nechutnost
noisy,hlučný
nolan,Nolan
noll,Noll
nom de guerre,umělecké jméno
nom de plume,pseudonym
nomad,nomád
nomadic,kočovný
nome,Nome
nomenclator,nomenklátor
nomenclature,nomenklatura
nominal,nominální
nominal capacity,jmenovitá kapacita
nominal gdp,nominální HDP
nominal interest rate,nominální úroková míra
nominal national product,nominální národní produkt
nominalism,nominalismus
nominalistic,nominalistický
nominally,nominálně
nominate,jmenuji se
nominated,nominovaný
nominating,nominující
nomination,jmenování
nominations,nominace
nominative,nominativ
nominator,jmenovatel
nominee,kandidát
nomogram,nomogram
nomothetic,zákonodárný
non,ne
non compos mentis,smyslů zbavený
non profit-making organization (corporation),nezisková organizace
non sequitur,nelogický
non-abstractive use,neabstraktivní využití (vody)
non-acceptance,nepřijmutí
non-addictive,nevyvolávající závislost
non-aggression,neútočení
non-aggressive,neagresivní
non-alcoholic drink,nealkoholický nápoj
non-aligned,neutrální
non-alignment,neangažovanost
non-appearance,nedostavení se
non-attendance,neúčast
non-availability,nedostupnost
non-basic objectives,podružné cíle
non-believer,nevěřící
non-belligerency,válečný stav
non-capillary earth porosity,nekapilární pórovitost půdy
non-catholic,nekatolický
non-combatant,civilista
non-committal,nic neříkající
non-communist,nekomunista
non-compliance,nesoulad
non-compliance fees,pokuty za nesplnění
non-compulsive objectives,nenaléhavé cíle
non-congressional,nekongresový
non-content,osoba hlasující proti návrhu
non-contentious,nesporný
non-controversial,nekontroverzní
non-dairy,bezmléčný
non-dazzling,antireflexní
non-delivery,nedoručení
non-destructive,neničivý
non-drinkers,abstinenti
non-driver,ne-řidič
non-durable goods,zboží krátkodobé spotřeby
non-eligible expenses,nezpůsobilé výdaje
non-english,neanglický
non-eroding water velocity,nevymílací rychlost vody
non-essential,nepodstatný
non-essential commodities,ne-esenciální komodity
non-event,neúspěch
non-exclusion,nevylučitelnost
non-existence,neexistence
non-existent,neexistující
non-ferrous,neželezný
non-fiction,literatura faktu
non-fictional,nefiktivní
non-functional,nefunkční
non-functioning,nefunkční
non-governmental organization,NGO nevládní organizace (angl.)
non-holistic,neholistický
non-human,nelidský
non-indebted,nezadlužený
non-indebtedness,nezadluženost
non-interest-bearing,nezúročitelný
non-interference,nevměšování se
non-intervention,nezasahování
non-interventionist,neintervencionista
non-invasive,nevyžadující narušení kůže
non-investment expenses,neinvestiční výdaje
non-ionic,neionogenní
non-linear,nelineární
non-linear dose response relation,nelineární vztah dávka-odezva
non-linearity,nelineárnost
non-logical,nelogický
non-member,nečlen
non-metallic,nekovový
non-monetary,nepeněžitý
non-moral,nemorální
non-natural,nepřírodní
non-negotiable,nevyjednavatelný
non-nuclear,beznukleární
non-observance,nedodržení
non-outflow area,bezodtoková oblast
non-overflow dike,nepřelivná ochranná hráz
non-participating,neúčastnící se
non-participation,neúčast
non-partisan,nestranný
non-party,bezpartijní
non-payment,neplacení
non-physical,nehmotný
non-point air pollution source,plošný zdroj znečišťování ovzduší
non-point water pollution source,plošný zdroj znečištění vody
non-polar extractive substance,nepolární extrahovatelná látka (NEL)
non-political,nepolitický
non-productive,neproduktivní
non-professional,neprofesionální
non-profit,neziskový
non-profit-making,neziskový
non-proliferation,nešíření
non-recoverable costs,nepřeúčtovatelné náklady
non-renewable,neobnovitelný
non-renewable natural resource,neobnovitelný přírodní zdroj
non-renewable resource,neobnovitelné zdroje
non-renewable resources,neobnovitelné zdroje
non-repudiation,nepopiratelnost
non-resident,"ten, kdo neobývá"
non-resistance,neodporování
non-returnable,nevratný
non-reversable landscape change,nevratná změna krajiny
non-scientific,nevědecký
non-scientist,nevědec
non-selective herbicide,neselektivní herbicid
non-sexual,bezpohlavní
non-slip,neklouzavý
non-smoker,nekuřák
non-specialist,neprofesionál
non-specific,neurčitý
non-specific plant resistance,nespecifická odolnost rostliny
non-standard,nestandardní
non-starter,neúspěšný člověk
non-stop,bez zastávky
non-taxable,nezdanitelný
non-technical,netechnický
non-toxic,netoxický
non-transferable,nepřenosný
non-uniform,nestejnorodý
non-urgent,nenaléhavý
non-use value,neužitná hodnota
non-user,neuživatelský
non-verbal,mimoverbální
non-verbally,neverbálně
non-viable fish stocks,neživotaschopné zásoby rybí populace
non-violence,nenásilí
non-violent,nenásilný
